,smarts,count,group
0,[R]1=[R]-[R]-[R]=[R]-[R]-1,1.0,simplified
1,[#7][#16][#7],1.0,simplified
2,[#8]=[#6]-[#8]-[*],1.0,simplified
3,[NH2]-C(=O)-[NH]-*,1.0,simplified
4,O=[#6]([CX4])[#6X3],1.0,simplified
5,*-n1:n:a2:a:a:a:a:a2:n1,1.0,simplified
6,"[O!$(O=C([CX4][#9,#17,#35,#53])[#6X3](:a):[!#1!#6])]=C([CX4])[#6X3](:a):[!#1!#6]",1.0,simplified
7,a-[N+],1.0,simplified
8,*1=*@*@*@*@*@*1,1.0,simplified
