,smarts,count,group
232,"[$([#6]([#1])=!@[!#1](@[!#1])@[!#1])!$([#6]([#1])([#1,#9,CX4])=!@[#6]@[#6](=!@[#8])-@[#7])!$([#6]([#1])([#1,#9,CX4])=!@[#6]@[#16](=!@[#8])([!#1])=[#8])]",1.0,basic
233,[#8]=!@[#6][#1],1.0,basic
234,"[#6!$([#6]1(O[#6R2]:,=[#6R2]O1)(F)F)!$([#6]1(O[#6R2]:,=[#6R2]O1)([CH3])[CH3])!$([#6]21(CC1)O[#6R2]:,=[#6R2]O2)!$([#6](-@O)(-@O)(-@C)-@C)](-,:[#8])-,:[#8]",1.0,basic
235,[!#8]~[#6](~[!#8])@[#7]([H])@[#7]([H])@[#6](~[!#8])~[!#8],1.0,basic
236,[$([#7]([#1])[#1])],2.0,basic
237,[!#1!#6]@[#6]!@-[#7!$([#7]([H])([H])-!@[#6]@[nX2])]([H])[H],1.0,basic
238,[#8]-[#16],1.0,basic
239,[#7]!@[#7],1.0,basic
240,[#16v2]-[#1],1.0,basic
241,"[!#1!$([#6](=!@O)(-!@[#6](Cl)([#1])[#1])N)]!@[#6]([#1])[F,Cl,Br,I]",1.0,basic
242,[#6](=!@O)(-!@[#6](Cl)([#1])[#1])N,1.0,basic
243,"N-!@,=!@N",1.0,basic
244,C1(C(NC(N1)(-!@*)-!@*)(-!@*)-!@*)(-!@*)-!@*,1.0,basic
245,[!#1]~1~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~1,1.0,basic
246,[!#1!#6][#6](=[!#1!#6])[!#1!#6]!@-[!#1]!@=[!#1!#6],1.0,basic
247,"[#1][#8]!@-[#6]=,:[#7]",1.0,basic
248,C(=CCC([!#1])([#1])[#1])([#1])[#1],1.0,basic
249,[!#1!#6;R]@[!#1!#6;R]@[!#1!#6;R]@[!#1!#6;R],1.0,basic
250,[#7]!@-[!#1](=[!#1!#6])!@-[#8],1.0,basic
251,"[$([#6](~[!#1!#6])(~[!#1!#6])(~[#1,#9,#17,#35,#53])~[#9,#17,#35,#53])!$([#6]([#6,#8])([#9])([#9,#17])[#9])!$([#6](-@[#8])(-@[#8])([#9])[#9]),$([#6]([#6,#8])([#9])([!#9!#6!#17])[#9])!$([#6](-@[#8])(-@[#8])([#9])[#9])]",1.0,basic
252,[!#1](~[!#1]=[#8])=[#8],1.0,basic
253,C(C(C=O)([H])[H])=O,1.0,basic
254,"[$([#6](@[!#1!#6])(@[!#1])(@[!#1])!@-[!#1!#6]),$([#6](-@[!#1])(-@[!#1])(-@[!#1]-!@[!#1])-!@[!#1]),$([#6](-@[!#1])(-@[!#1])(-@[!#1])-!@[!#1]~1~[!#1](~[!#1](~[!#1]~[!#1]~1)@[!#1])@[!#1]),$([#6](-@[!#1])(-@[!#1])(-@[!#1])-!@[!#1]~1~[!#1]~[!#1](~[!#1](~[!#1]~1)@[!#1])@[!#1]),$([#6](-@[!#1])(-@[!#1])(-@[!#1])-!@[!#1]~1~[!#1]~[!#1]~[!#1]~[!#1](~[!#1]~1@[!#1])@[!#1]),$([#6](-@[!#1])(-@[!#1])(-@[!#1])-!@[!#1]~1~[!#1]~[!#1]~[!#1](~[!#1](~[!#1]~1)@[!#1])@[!#1]),$([#6](-@[!#1])(-@[!#1])(-@[!#1])-!@[!#1]~1~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~1)]",1.0,basic
255,[#7]-1~[!#1]-[#7]-[!#1]-[#7]-[!#1]-1,1.0,basic
256,[!#1]1[!#1!#6][!#1][!#1!#6][!#1][!#1!#6]1,1.0,basic
257,[#7]~1~[#16X2]~[!#1]~[!#1]~[!#1]~[!#1]~1,1.0,basic
258,"[$(O1C(C(C(C1([#1])-!@[!#1])([#1])-!@[!#1])[#1])[#1]),$(O1C(C(C(C1[#1])([#1])-!@[!#1])([#1])-!@[!#1])[#1]),$(O1C(C(C(C1([#1])-!@[!#1])[#1])[#1])([#1])-!@[!#1]),$(O1C(C(C(C1([#1])-!@[!#1])[#1])([#1])-!@[!#1])[#1])]",1.0,basic
259,[!#1!#6]!@[!#1R0]!@[!#1]#N,1.0,basic
260,"[$([!#1!#6]=!@[#6]@[!#1]=!@[!#1])!$([#8]=!@[#6](@[#6]=!@[#6]([#1])[#1,#9,CX4])-@[#7])!$([#8]=!@[#6](@[#6](=!@[#8])[CX4])[!#1])!$([#8]=!@[#6](@[#6](=!@[#8])[!#1])[CX4])]",1.0,basic
261,[!#6!#1]~[!#1](!@=[!#6!#1])!@[!#6!#1]~[!#1](!@=[!#6!#1])~[!#6!#1],1.0,basic
262,N(-@[!#1](-@O)=[!#1!#6!$([#8]=C1OaaN1)!$([#8]=C1NaaCO1)!$([#8]=C1N(C[CR2](O1)(@[!#1])@[!#1])[!#1])!$([#8]=C1N([CR2](CO1)(@[!#1])@[!#1])[!#1])!$([#8]=C1N([CR2](CCO1)(@[!#1])@[!#1])[!#1])!$([#8]=C1OC[CR2](CN1[!#1])(@[!#1])@[!#1])!$([#8]=C1N(CC[CR2](O1)(@[!#1])@[!#1])[!#1])])-!@*,1.0,basic
263,[H][#6]1=[#7]-[!#1][!#1!#6][!#1][!#1!#6]1,1.0,basic
264,"[#6][N+,N]([#6])([!#1])[!#1]",1.0,basic
265,[#7]!@-[#16X2]-[!#1],1.0,basic
266,[H][#7]!@=[#6]([#6])-[!#1],1.0,basic
267,C#N,2.0,basic
268,[!#6!#1]=[#6]1-[#6]-[!#1]-[!#6!#1]-[!#1]-[#6]-1,1.0,basic
269,"[F,Cl,Br,I][!#1]:1:[!#1]:[!#1]:[!#1!#6]:[!#1]:1",1.0,basic
270,[H][!#1]-1=[!#1]C([H])([H])[#7]=[!#1]-[!#1]-1,1.0,basic
271,"[$([!#1!#6]@[!#1]:1:[!#1]:[!#1]:[!#1](:[!#1]:[!#1]:1)~[Cl,Br,I]),$([#7H2,#8H1,#16H1]@[!#1]:1:[!#1]:[!#1]:[!#1](:[!#1]:[!#1]:1)-!@[N,N+1]([O,O-1])=O),$([#7H2,#8H1,#16H1]@[!#1]:1:[!#1]:[!#1]:[!#1](:[!#1]:[!#1]:1)-!@S(=O)(=O)[#6])]",1.0,basic
272,[H][#7]!@=[!#1](@[!#1])@-[!#1],1.0,basic
273,[!#1]@[#6]@1@[#6](@[!#1])@[#6](@[!#1])@[#6]@1@[!#1],1.0,basic
274,"[#16,#7]!@=[!#1]~1~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~1",1.0,basic
275,[H][#8]!@-[#6]!@-[#6]!@-[#8][H],1.0,basic
276,"[$([O!$(O=C(-!@C([#1])(Cl)[#1])-!@[CX4])]=C(-!@[CX4])-!@[CX4]),$([O!$(O=C(-!@[#6X3])-!@[CX3](=O)-!@[CX4])]=C(-!@[CX3])-!@[#6X3]),$([O!$(O=[#6]@[#6]@[#6]@N)!$(O=C(-@C(=O)-@[#6X3])-@[#6X4])!$(O=C(-@C(=O)-@[#6X4])-@[#6X3])]=C(-@[#6X4,#6X3])-@[#6X4,#6X3]),$(O=C(-@[CX4])-@[CX4])]",1.0,basic
277,"[$([!#1!#6](=[#8])[!#1]:1:[!#1]:[!#1]:[!#1](:[!#1]:[!#1]:1)-!@[Cl,Br,I,OH1,#16,NH2]),$([!#1!#6](=[#8])[#6]-1-[!#1]-[!#1]-[!#1](-[!#1]-[!#1]-1)-!@[Cl,Br,I,OH1,#16,NH2]),$([!#1!#6](=[#8])[#6]-1-[!#1]-[!#1]-[!#1](-[!#1]-[!#1]-1)-!@[#7]([#6X4])[#1])]",1.0,basic
278,"[!#1]@[!#1]~1~[!#1]~[!#1]=[!#1]~[#7,#8,#16]~[!#1]~1(!@[!#1])@[!#1]",1.0,basic
279,"O=[#6]1[#6]=,:[#6]-,:[#6]=,:[#6]1",1.0,basic
280,[H][#6]~1(!@-[#8])~[!#1]~[!#1]~[!#1]~[#6]~1!@-[#8],1.0,basic
281,"[Cl,Br,I][#6]:1:[!#1]:[!#1]:[!#1!#6]:[!#1]:[!#1]:1",1.0,basic
282,[#7]!@[!#1](=O)!@[#6](!@[!#1])!@-C#N,1.0,basic
283,"[!#1]@[!#1]~1~[!#1]~[!#1]-2=[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~[#6]-2-,=[!#1]~[!#1]~1@[!#1]",1.0,basic
284,"[!#1]@[!#1]~1~[!#1](~[!#1](~[#6]-,=2[!#1](=[!#1]~1)~[!#1]~[!#1]~[!#1]~[!#1]-,=2)[H])@[!#1]",1.0,basic
285,[!#1]~1~[!#1]~2~[!#1](~[!#1](~[!#1]~[!#1]~1)~[#8])~[!#1](~[!#1]~[!#1]~[!#1]~2)~[#8],1.0,basic
286,[!#1]~1~[!#6!#1]~[!#1](~[!#6!#1]~[!#1](~[!#6!#1]~1)~[!#6!#1])~[!#6!#1],1.0,basic
287,[#6]!@-[#8]!@-[!#1]!@=O,1.0,basic
288,[#6]!@-[#8]-[!#1].[#6]!@-[#8]-[!#1].[#6]!@-[#8]-[!#1].[#6]!@-[#8]-[!#1].[#8]!@-[#6]-[!#1],1.0,basic
289,[#16]~[#6!$(c(:s)[SX4])]~[#16],1.0,basic
290,[!#1]~[#16X2]@~[#6]@~[#6]@~[#16X2]~[!#1],1.0,basic
291,[H][#6]=1[!#1][!#1](=[!#1]([!#1!#6][!#1]=1[H])[H])[H],1.0,basic
292,[#8]!@-[!#1]:[!#1]:[!#1](!@-[#8]):[!#1]!@-[#8],1.0,basic
293,O=[!#1]!@-[!#1](!@-C#N)([H])[H],1.0,basic
294,[H][#6]([H])!@=[!#1].[H][#6]([H])!@=[!#1],1.0,basic
295,[H][#6]=1[#7][#6]=[#7]C([#6]=1)([H])[H],1.0,basic
296,[H][!#1]-1~[!#1]~[!#1]-[#16X2]-[#7]-1,1.0,basic
297,[!#1]!@-[#16X2]!@[!#1]:[s],1.0,basic
298,[H][!#1]-1-[#7]=[!#1]-[!#1]-[!#1]=[#7]-1,1.0,basic
299,[H][#8]-[#6]@1@[#7]@[!#1]@[!#1]@[!#1]@[#7]@1,1.0,basic
300," [#8!$([#8]1a:aO[CR1][CR1]1)]1[!#1]:,-[!#1][#8!$([#8]1a:aO[CR1][CR1]1)][!#1]=,:[!#1]1",1.0,basic
301,[!#1]@[!#1]@[#7]=[#6]([H])@[#16]@[!#1](@[!#1])[!#1],1.0,basic
302,[!#1!#6]@[!#1](@[!#1!#6])!@=[#7],1.0,basic
303,[!#1!#6]@[#6]!@-[#7+](-[#8])=O,1.0,basic
304,"[!#1]@[!#1]~1~[!#1]~[!#1]=,:2-,:[!#1](-,=,:[!#1]~[!#1]~1@[!#1])~[!#1]~[!#1]~[!#1]~[!#1]=,:2",1.0,basic
305,"[H][#6]:1:[#6](:[#6](:[#7]:[!#1]:[#7]:1)[#1])[F,Cl,Br,I]",1.0,basic
306,[!#1]~[!#1]~1~[!#1]~[!#1]~[!#1]~2~[!#1]~[!#1]~[!#1](~[!#1])~[!#1](@[!#1])~[!#1]~2~[!#1]~1@[!#1],1.0,basic
307,[#8]-[#6]!@-[#6](!@-[#8])!@-[#6]!@-[#8],1.0,basic
308,"[#8-,#8]-[#7+,#7]!@-c:[!#1!#6]",1.0,basic
309,"[F,Cl,Br,I]!@-[!#1]!@-[!#1]!@-[#6](-[F,Cl,Br,I])-[F,Cl,Br,I]",1.0,basic
310,[!#1]:[!#1]!@-[!#1](!@-[!#1]:[!#1])!@-[!#1]:[!#1],1.0,basic
311,[#8]!@-[!#1]:[!#1](!@-[#8]):[!#1]!@-[#8],1.0,basic
312,[H]C([H])([#16])C([H])([H])[#16],1.0,basic
313,[!#1]@[#7](@[!#1])!@=[!#1],1.0,basic
314,[!#1]:2:[!#1]:[!#1]:[!#1]:1:[!#1]:3:[!#1](:[!#1]:[!#1]:[!#1]:1:[!#1]:2):[!#1]:[!#1]:[!#1]:[!#1]:3,1.0,basic
315,"[F,Cl,Br,I]~[#6]~S=O",1.0,basic
316,[!#1]@[!#1]~1~[!#1]~[!#1]~2~[!#1]~[!#1]~[!#1](@[!#1])~[!#1](@[!#1])~[!#1]~2~[!#1]~[!#1]~1@[!#1],1.0,basic
317,"[!#1]:[!#1]!@-[#8,#7]!@-[!#1]:[!#1]:[!#1]:[!#1]!@-[#8,#7]!@-[!#1]:[!#1]",1.0,basic
318,[!#1!#6]!@=[!#1]1[!#1!#6][#6]=[!#1!#6][#6]=[!#1!#6]1,1.0,basic
319,[!#1]~1(~[!#1]~2~[!#1](~[!#1]~[!#1]~1@[!#1])~[!#1]~[!#1](~[!#1]~2@[!#1])@[!#1])@[!#1],1.0,basic
320,[!#1]@[!#1]~1~[!#1]~[!#1]~2~[!#1]~[!#1](@[!#1])~[!#1](@[!#1])~[!#1]~[!#1]~2~[!#1]~1@[!#1],1.0,basic
321,[!#1]@[!#1]~1~[!#1]~[!#1]~2~[!#1](~[!#1]~[!#1]~[!#1](@[!#1])~[!#1]~2@[!#1])~[!#1]~1@[!#1],1.0,basic
322,[H][!#1]([H])!@-C1([!#1])[!#1!#6][!#1]=[!#1]([H])-[!#1]([H])=[!#1]1[H],1.0,basic
323,O=[!#1]~1~[!#1!#6]~[!#1]~3~[!#1](~[!#1]~[!#1]~1)~[!#1]~[!#1]~2~[!#1](~[!#1]~[!#1]~[!#1]~[!#1]~2)~[!#1]~3,1.0,basic
324,[!#1]@[!#1]~1~[!#1]~[!#1]~2~[!#1]~[!#1]~[!#1](@[!#1])~[!#1](@[!#1])~[!#1]~2~[!#1]~1@[!#1],1.0,basic
325,[C!R1]1[C!R1][C!R1][C!R1]OC1=O,1.0,basic
326,[!#1]@[!#1]~1~[!#1]~[!#1]~[!#1]~2~[!#1](@[!#1])~[!#1](@[!#1])~[!#1]~[!#1]~[!#1]~2~[!#1]~1@[!#1],1.0,basic
327,[H][#8]!@-C([H])([H])!@-[#6]!@-C([H])([H])!@-[#8][H],1.0,basic
328,[!#1]@[!#1]~1~[!#1]~[!#1]~2~[!#1]~[!#1]~[!#1]~[!#1](@[!#1])~[!#1]~2~[!#1](@[!#1])~[!#1]~1@[!#1],1.0,basic
329,[!#1]~3~1~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~3~[!#1]~2~[!#1](~[!#1]~[!#1]~1)~[!#1](~[!#1](~[!#1]~[!#1]~2)@[!#1])@[!#1],1.0,basic
330,[!#1]@[!#1]~1~[!#1]~[!#1]~[!#1]~2~[!#1]~[!#1](@[!#1])~[!#1](@[!#1])~[!#1]~[!#1]~[!#1]~2~[!#1]~1@[!#1],1.0,basic
331,[#6]1-[#6][!#1!#6][#6]-[#6][!#1!#6][#6]-[#6][!#1!#6][#6]-[#6][!#1!#6]1,1.0,basic
332,[!#1]:1:[!#1]:[!#1]:[!#1]:2:[!#1]:[!#1]:3:[!#1]:[!#1]:[!#1]:[!#1]:[!#1]:3:[!#1]:[!#1]:2:[!#1]:1,1.0,basic
333,[#6]@-[#6](!@-[#8])@-[#6](@-[#8])!@-[#6]!@-[#8],1.0,basic
334,[!#1]~1~[!#1](~[!#1](~[!#1]~2~[!#1]~1~[!#1](~[!#1](~[!#1]~2)@[!#1])@[!#1])@[!#1])@[!#1],1.0,basic
335,[C!R1]1[C!R1][C!R1]OC1=O,1.0,basic
336,[H][#6](@-[#6]!@=O)=[#6]([H])@-[#6]!@=O,1.0,basic
337,[!#1]~1~[!#1]~[!#1]~2~[!#1]~[!#1]~[!#1]~[!#1]~3~[!#1]~[!#1]~[!#1]~[!#1](~[!#1]~1)~[!#1]~2~3,1.0,basic
338,"[!#1]~1~[!#1]~[!#1]~3~[!#1](~[!#1]~[!#1]~1)~[!#1]=,:[!#1!#6]~[!#1]~2~[!#1](~[!#1]~[!#1]~[!#1]~[!#1]~2)~[!#1!#6]~3",1.0,basic
339,[!#1]~1~[!#1]~4~[!#1](~[!#1]~2~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~2~1)~[!#1]~[!#1]~[!#1]~3~[!#1]~4~[!#1]~[!#1]~[!#1]~[!#1]~3,1.0,basic
340,[#8]!@-[#6]-[#6]-1-[#8]-[#6]-[#6]-[#6]-1!@-[#8],1.0,basic
341,[#7]1[#6]:3:[#6]([#16][#6]:2:[#6]1:[!#1]:[!#1]:[!#1]:[!#1]:2):[!#1]:[!#1]:[!#1]:[!#1]:3,1.0,basic
342,[!#1]@[!#1]~1~[!#1]~[!#1]~[!#1]~2~[!#1]~[!#1]~3~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~3~[!#1]~[!#1]~2~[!#1]~[!#1]~1@[!#1],1.0,basic
343,[!#1!#6]=[!#1]~1~[!#1]~[!#1]~2~[!#1]~[!#1]~3~[!#1]~[!#1]~[!#1]~[!#1]~3~[!#1]~2~[!#1](=[!#1!#6])~[!#1]~1,1.0,basic
344,[!#1!#6]=[!#1]1-[#16]-[!#1]-[!#1](=[!#1!#6])[!#1!#6]1,1.0,basic
345,"[#8]-,:1-,:[!#1]:3:[!#1](-,:[!#1]=,:[!#1]-,:2-,:[!#1]-,:1=,:[!#1]-,:[!#1]-,:[!#1]=,:[!#1]-,:2):[!#1]:[!#1]:[!#1]:[!#1]:3",1.0,basic
346,"[#8-,#8]-[#7+,#7](=O)-[!#1]~[!#1]-[#17,#35,#53]",1.0,basic
347,[!#1]~1~[!#1]~[!#1]~[!#1]~2~[!#1](~[!#1]~1)~[#16](~[!#1]~3~[!#1]~2~[!#1]~[!#1]~[!#1]~[!#1]~3)(=O)=O,1.0,basic
348,[#8]-[#6]-[#6]-1-[#8]-[#6]-[#6](-[#8])-[#6]-1-[#8],1.0,basic
349,"[#8,#16]1[!#1]:,=[!#1][#8,#16][!#1]:,=[!#1]1",1.0,basic
350,[!#1]~1~[!#1]~[!#1]~4~[!#1](~[!#1]~[!#1]~1)~[!#1]~[!#1]~2~[!#1](~[!#1]~[!#1]~3~[!#1](~[!#1]~2)~[!#1]~[!#1]~[!#1]~[!#1]~3)~[!#1]~4,1.0,basic
351,[!#1]~1~[!#1]~[!#1]~2~[!#1]~[!#1]~3~[!#1]~[!#1]~[!#1]~[!#1]~4~[!#1]~[!#1]~[!#1](~[!#1]~2~[!#1]~1)~[!#1]~3~4,1.0,basic
352,[H][#7]!@=[#6](!@[#7])!@-[#7]([H])[H],1.0,basic
353,[#6]~1~[#6]~[!#1!#6]~[#6]~[#6]~[!#1!#6]~[#6]~[#6]~[!#1!#6]~[#6]~[#6]~[!#1!#6]~[#6]~[#6]~[!#1!#6]~1,1.0,basic
354,"[!#1!#6]=[!#1]1[!#1]=,:[!#1][!#1]([!#1]=,:[!#1]1)=[!#1!#6]",1.0,basic
355,[!#1]1-[!#1][!#1!#6][!#1][!#1!#6][!#1]-[!#1][!#1!#6][!#1][!#1!#6][!#1]-[!#1][!#1!#6]1,1.0,basic
356,[!#1!#6]=[!#1]~1~[!#1]~[!#1]~[!#1]~[!#1]~2~[!#1]~[!#1]~3~[!#1]~[!#1]~[!#1]~[!#1](=[!#1!#6])~[!#1]~3~[!#1]~[!#1]~1~2,1.0,basic
357,[H][#6]1-[#8]-[#6]C([H])([#8])C([H])([#8])C1([H])[#8],1.0,basic
358,[!#1]~1~[!#1]~[!#1]~2~[!#1]~[!#1]~3~[!#1]~[!#1]~4~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~4~[!#1]~[!#1]~3~[!#1]~[!#1]~2~[!#1]~1,1.0,basic
359,[!#1!#6]S([!#1!#6])(=O)=O,2.0,basic
360,[!#1]:cS(=O)=O.[!#1]:cS(=O)=O.[!#1]:cS(=O)=O,1.0,basic
361,"[#8-,#8]-[#16]=[#8]",1.0,basic
362,[!#1!#6]=[#6]1[!#1]:3:[!#1]([!#1X3]([!#1]:2:[!#1]1:[!#1]:[!#1]:[!#1]:[!#1]:2)=[!#1!#6]):[!#1]:[!#1]:[!#1]:[!#1]:3,1.0,basic
363,[#6]1[#6][#6]:3:[#6]([#6]1):[!#1]:[#6]:2[#6][#6][#6][#6]:2:[!#1]:3,1.0,basic
364,"[#8]=[#16](=[#8])-[#8,#8-]",1.0,basic
365,[!#1]:[!#1]~1~[!#1](:[!#1])~[!#1](=O)~[#7]~[!#1]~1=O.[!#1]:[!#1]~1~[!#1](:[!#1])~[!#1](=O)~[#7]~[!#1]~1=O,1.0,basic
366,"[#8,#16]:1:[#6]:[#6]:[#6]:[#6]:1",2.0,basic
367,[!#1]1~[!#1]-[!#6!#1]-[!#1]~[!#1]-[!#6!#1]-[!#1]~[!#1]-[!#6!#1]-[!#1]~[!#1]-[!#6!#1]-[!#1]~[!#1]-[!#6!#1]-[!#1]~[!#1]-[!#6!#1]-1,1.0,basic
368,"C@=C(@C)[F,Cl,Br,I]",1.0,basic
369,[!#1!#6]=[!#1]-1-[!#1]~[!#1]-[!#1]-[!#1]~2[!#1!#6][!#1]~3-[!#1]-[!#1]~[!#1]-[!#1](=[!#1!#6])-[!#1]~3-[!#1]-[!#1]-1~2,1.0,basic
370,"C1([C,N]C(=C(C1([!#1])[H])[H])[H])([H])[H]",1.0,basic
371,[#6]1-[#6][!#1!#6][#6]-[#6][!#1!#6][#6]-[#6][!#1!#6][#6]-[#6][!#1!#6][#6]-[#6][!#1!#6][#6]-[#6][!#1!#6][#6]-[#6][!#1!#6][#6]-[#6][!#1!#6]1,1.0,basic
372,[!#1!#6]=[!#1]~1~[!#1!#6]~[!#1]~[!#1!#6]~2~[!#1!#6]~1~[!#1]~[!#1!#6]~[!#1]~2=[!#1!#6],1.0,basic
373,[#8]:1:[#7]:[!#1]:[!#1]:[#7]:1.[#8]:1:[#7]:[!#1]:[!#1]:[#7]:1,1.0,basic
374,[!#1!#6]=[!#1]1-[!#1][!#1!#6]2[!#1](-[!#1]-[!#1][!#1!#6][!#1]2=[!#1!#6])[!#1!#6][!#1!#6]1,1.0,basic
375,"[!#1]1=[!#1][!#1!$([#6](=!@O)-@[#7,#8]-@[!#1])!$([#16](=!@O)(=!@O)-@[#7]-@[!#1])!$([#7R2])!$([#6R2]1([#8][#6]=,:[#6][#6]=[#6]1)(-@[!#1])-@[!#1])][!#1!$([#6](=!@O)-@[#7,#8]-@[!#1])!$([#16](=!@O)(=!@O)-@[#7]-@[!#1])!$([#7R2])!$([#6R2]1([#6]=,:[#6][#6]=[#6][#8]1)(-@[!#1])-@[!#1])][!#1]=,:[!#1]1",1.0,basic
376,"[!#1!$([#6]-@1(-@[#6,#7]=@,:[#6]-@[#7,#8]-@[#6]=@[#6,#7]-@1)=!@O)!$([#16]-@1(-@[#6,#7]=@[#6]-@[#7,#8]-@[#6]=@,:[#6,#7]-@1)(!@=O)=!@O)]1[!#1]=,:[!#1][!#1!$([#6]-@1(-@[#6,#7]=@,:[#6]-@[#7,#8]-@[#6]=@[#6,#7]-@1)=!@O)!$([#16]-@1(-@[#6,#7]=@[#6]-@[#7,#8]-@[#6]=@,:[#6,#7]-@1)(!@=O)=!@O)][!#1]=[!#1]1",1.0,basic
377,[C!$(C(=O)(O[!#1])N)!$(C(-@O)(-@N)(-@C)-@C)]([N!$(N(CO[!#1])C=O)!$(N(CO[!#1])S(=O)=O)])O,1.0,basic
378,"[#16v2]:[#6]-,:[#6][#16v2]",1.0,basic
379,"[*$([NX4+H1]),*$([NX3H1]),*$([CX4]),*$([OX2]),*$([SX2]);!$(*=*)!$(*:*)]-!@[*$([NX4+H1]),*$([NX3H1]),*$([CX4]),*$([OX2]),*$([SX2]);!$(*=*)!$(*:*)!$([ND3H0])!$([CR1])]-!@[*$([NX4+H1]),*$([NX3H1]),*$([CX4]),*$([OX2]),*$([SX2]);!$(*=*)!$(*:*)!$([ND3H0])!$([CR1])]-!@[*$([NX4+H1]),*$([NX3H1]),*$([CX4]),*$([OX2]),*$([SX2]);!$(*=*)!$(*:*)!$([ND3H0])!$([CR1])]-!@[*$([NX4+H2]),*$([NX3H1]),*$([CX4]),*$([OX2]),*$([SX2]);!$(*=*)!$(*:*)!$([ND3H0])!$([CR1])]-!@[*$([NX4+H1]),*$([NX3H1]),*$([CX4]),*$([OX2]),*$([SX2]);!$(*=*)!$(*:*)]",1.0,basic
380,[#7R1X3]@[#6R2!$([#6]21[#6]([#6][#6][NX3R1]1)[#6][#6][NX3R1]2)]@[#7R1X3],1.0,basic
381,[$([!#1R3])!$([CR3]21[CR2][CR3]([CR2]1)[CR2]2)],1.0,basic
382,[#16]=!@[#6!$([#6](=[#16])[#7][#1])],1.0,basic
383,[!#1](-!@[!#1]:[!#1]-!@[!#1]:[!#1]):[!#1],1.0,basic
384,"[#8]=[#6,#16X4v6][#6]=[#6]([#1])[#1,F,CX4]",1.0,basic
385,"[!#1]-!@C(=!@C-!@[!#1])-!@[#8,#7]",1.0,basic
386,"[!#1](@[!#1]@[!#1](@[!#1]@[!#1]!@[F,Cl,Br,I,CH3])!@[F,Cl,Br,I,CH3])!@[F,Cl,Br,I,CH3]",1.0,basic
387,"[N!$([#7](=@C-@O)-@[C,S]=O)!$([#7]=@C-@O-@[C,S]=O)!$(N1=COCaa1)]@=C@-O",1.0,basic
388,"[!#1!$([#6,#16](@N@N)=O),r5]@N@N@[!#1!$([#6,#16](@N@N)=O),r5]",1.0,basic
389,[!#1]~1~[!#1]~[!#1]~2~[!#1]~1~[!#1]~[!#1]~2,1.0,basic
390,"[N!$(N-@1=@C(-@[!#1]-@[!#1]=@,:[!#1]-@C-@1=O)-!@[N,O,S])!$(N1=@C(C(N[!#1]=@,:[!#1]1)=O)-!@[O,N,S])!$(N=@1-@C(-@N-@[!#1]=@,:[!#1]-@[!#1]=@1-!@[N,O,S])=O)!$(N-@1=@C(-@[!#1]=@,:[!#1]-@C(-@N-@1)=O)-!@[N,O,S])!$(N-@1=@C(-@N-@C(-@[!#1]=@,:[!#1]-@1)=O)-!@[N,O,S])!$(N=@1-@n:c-@[!#1]=@,:[!#1]-@C=@1-!@[N,O,S])!$(N-@1=@C(-@n:c-@[!#1]=@,:[!#1]-@1)-!@[N,O,S])!$(N=@1-@c:n-@[!#1]=@,:[!#1]-@C=@1-!@[N,O,S])!$(N-@1=@C(-@c:n-@[!#1]=@,:[!#1]-@1)-!@[N,O,S])]=@C-!@[O,N,S]",1.0,basic
391,"[H][!#1]~1=,:[!#1]-,:[!#1]=,:[!#1](~[!#1]~[!#1]~[!#1]~1)[#1]",1.0,basic
392,"[!#1!#6]=[!#1]-,:1-,:[!#1!#6]=,:[!#1]~[!#1]~[!#1!#6]~[!#1]=,:[!#1]-:1",1.0,basic
393,[!#1!#6]!@=[#6]~1~[#6]~[#6]~[#6]~[#6](!@=[!#1!#6])~[#6]~[#6]~1,1.0,basic
394,[!#1]~2~1~[!#1]~4~[!#1](~[!#1]~[!#1]~2~[!#1]~[!#1]~[!#1]~[!#1]~1)~[!#1]~[!#1]~3~[!#1](~[!#1]~[!#1]~[!#1]~[!#1]~3)~[!#1]~[!#1]~4,1.0,basic
395,[!#1](-!@[!#1]:[!#1]:[!#1]-!@[!#1]:[!#1]):[!#1],1.0,basic
396,[#6]:1:[!#1]:[#6](:[#6](:[#6](:[#6]:1-!@[!#1])-!@[!#1])-!@[!#1])-!@[!#1],1.0,basic
397,[nX3](:a)(:a)-!@C=O,1.0,basic
398,[n+][O-],1.0,basic
399,[#8]1[#6X4][#7][#6][#6]1,1.0,basic
400,"[#7]-[CX4]!@-[F,Cl,Br,I]",1.0,basic
401,"[Or5$([Or5]1cc[CX4][CX4]1),Or5$([Or5]1[CX4]cc[CX4]1)]",1.0,basic
402,[#8]1[#6]=[#6][#6](=[#6][#6]1=[#8])N,1.0,basic
