model_name,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,param_preprocess__cat__imputer__strategy,param_preprocess__num__imputer__strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
extra_trees,5.929551315307617,1.3379426759610253,0.3631448268890381,0.08566746717112232,12,sqrt,1,200,most_frequent,median,"{'model__max_depth': 12, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 200, 'preprocess__cat__imputer__strategy': 'most_frequent', 'preprocess__num__imputer__strategy': 'median'}",0.9204699943137702,0.8995300441717107,0.9244946874144291,0.919694579512811,0.9288271495354754,0.9186032909896392,0.010076706520664813,1,0.9762093354678442,0.978780805246199,0.9752179262874334,0.9740424619737482,0.9741119019194061,0.9756724861789262,0.0017463608686904039
