model_name,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_preprocess__cat__imputer__strategy,param_preprocess__num__imputer__strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
logistic_regression,0.9790643215179443,0.1532686239661447,0.04127211570739746,0.0020333746166543813,1.0,most_frequent,median,"{'model__C': 1.0, 'preprocess__cat__imputer__strategy': 'most_frequent', 'preprocess__num__imputer__strategy': 'median'}",0.8855424961490466,0.8708275725379154,0.8879926052170115,0.8933893235612633,0.9006761596996408,0.8876856314329755,0.00990118518158248,1,0.8899113216541594,0.8933013813835216,0.8893696240429145,0.8881831180047944,0.886789782057588,0.8895110454285957,0.002177867456644461
