model_name,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__l2_regularization,param_model__learning_rate,param_model__max_iter,param_model__max_leaf_nodes,param_preprocess__cat__imputer__strategy,param_preprocess__num__imputer__strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
hist_gradient_boosting,1.2232783794403077,0.17237936503648127,0.10465879440307617,0.020824546071626305,0.0,0.06,250,31,most_frequent,median,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.06, 'model__max_iter': 250, 'model__max_leaf_nodes': 31, 'preprocess__cat__imputer__strategy': 'most_frequent', 'preprocess__num__imputer__strategy': 'median'}",0.9386658094025802,0.9172705279149624,0.9403645910050423,0.9379179842748188,0.9451905077367835,0.9358818840668374,0.009643896082666767,1,0.9835037880081817,0.9828658997159366,0.989904501630031,0.9827670053942552,0.9816835195285457,0.9841449428553901,0.0029386005039799784
hist_gradient_boosting,0.9496985912322998,0.2209113890981907,0.08188867568969727,0.021477742881302105,0.0,0.08,250,31,most_frequent,median,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.08, 'model__max_iter': 250, 'model__max_leaf_nodes': 31, 'preprocess__cat__imputer__strategy': 'most_frequent', 'preprocess__num__imputer__strategy': 'median'}",0.9352623699551548,0.9143947003568565,0.9406146333830601,0.9358830584577815,0.9429464244047732,0.9338202373115252,0.010130523900157541,2,0.9834854665333697,0.9833737995897616,0.9906874949937254,0.9765204725949223,0.9782171577987214,0.9824568783021,0.004956973515941311
