model_name,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,param_preprocess__cat__imputer__strategy,param_preprocess__num__imputer__strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
random_forest,22.0772656917572,4.980288762769435,0.26111502647399903,0.07589635368735204,12,sqrt,1,160,most_frequent,median,"{'model__max_depth': 12, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 160, 'preprocess__cat__imputer__strategy': 'most_frequent', 'preprocess__num__imputer__strategy': 'median'}",0.9208620651501463,0.901164233903207,0.929397015138732,0.9257113159627958,0.9398955391116134,0.9234060338532988,0.012761499973069662,1,0.9952162064949244,0.9952361832980563,0.9951865722756905,0.9949089888275349,0.9944641563400236,0.9950024214472458,0.00029418332964364913
